Departamento,Municipio,Programa,Año de Asignación,Estado de Postulación,Hogares,Valor Asignado
BOLIVAR,ALTOS DEL ROSARIO,Bolsa Concejales,2009,Apto con subsidio vencido,1,10931800.00
BOLIVAR,ALTOS DEL ROSARIO,Bolsa Concejales,2010,Asignados,1,11072500.00
BOLIVAR,ALTOS DEL ROSARIO,Bolsa Concejales,2011,Apto con subsidio vencido,1,11783200.00
BOLIVAR,ALTOS DEL ROSARIO,Bolsa Concejales,2011,Asignados,2,23298600.00
BOLIVAR,ALTOS DEL ROSARIO,Bolsa Desplazados,2008,Asignados,2,29814000.00
BOLIVAR,ALTOS DEL ROSARIO,Bolsa Desplazados,2009,Asignados,1,14907000.00
BOLIVAR,ARENAL,Bolsa Concejales,2009,Apto con subsidio vencido,1,10931800.00
BOLIVAR,ARENAL,Bolsa Concejales,2009,Asignados,3,32546950.00
BOLIVAR,ARENAL,Bolsa Desplazados,2007,Asignados,1,14907000.00
BOLIVAR,ARENAL,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
BOLIVAR,ARENAL,Bolsa Desplazados,2008,Asignados,2,29814000.00
BOLIVAR,ARENAL,Bolsa Desplazados,2010,Asignados,4,54075000.00
BOLIVAR,ARENAL,Bolsa Desplazados,2011,Asignados,2,32136000.00
BOLIVAR,ARENAL,Bolsa Esfuerzo Territorial,2003,Asignados,99,703593000.00
BOLIVAR,ARENAL,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7107000.00
BOLIVAR,ARJONA,Bolsa Concejales,2008,Restitución SFV por Vencimiento Vigencia,1,10153000.00
BOLIVAR,ARJONA,Bolsa Concejales,2009,Restitución SFV por Vencimiento Vigencia,1,10931800.00
BOLIVAR,ARJONA,Bolsa Desplazados,2004,Asignados,5,44750000.00
BOLIVAR,ARJONA,Bolsa Desplazados,2005,Asignados,3,32807000.00
BOLIVAR,ARJONA,Bolsa Desplazados,2006,Asignados,7,85521000.00
BOLIVAR,ARJONA,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
BOLIVAR,ARJONA,Bolsa Desplazados,2007,Asignados,7,92155500.00
BOLIVAR,ARJONA,Bolsa Desplazados,2008,Asignados,12,168775500.00
BOLIVAR,ARJONA,Bolsa Desplazados,2009,Asignados,8,119256000.00
BOLIVAR,ARJONA,Bolsa Desplazados,2010,Asignados,16,247200000.00
BOLIVAR,ARJONA,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,2,32136000.00
BOLIVAR,ARJONA,Bolsa Desplazados,2011,Asignados,43,690924000.00
BOLIVAR,ARJONA,Bolsa Desplazados,2011,Renuncia con restitucion de subsidio,1,16068000.00
BOLIVAR,ARJONA,Programa de Vivienda Gratuita Fase I,2017,Asignados,1,51640190.00
BOLIVAR,ARROYOHONDO,Bolsa Concejales,2009,Asignados,2,21863600.00
BOLIVAR,ARROYOHONDO,Bolsa Concejales,2010,Apto con subsidio vencido,1,11330000.00
BOLIVAR,ARROYOHONDO,Bolsa Concejales,2011,Apto con subsidio vencido,1,11515400.00
BOLIVAR,ARROYOHONDO,Bolsa Concejales,2011,Asignados,1,11783200.00
BOLIVAR,ARROYOHONDO,Programa de Vivienda Gratuita Fase II,2018,Asignados,150,7851482100.00
BOLIVAR,ARROYOHONDO,Programa de Vivienda Gratuita Fase II,2018,Renuncias al subsidio,1,52343214.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Concejales,2008,Apto con subsidio vencido,1,9691500.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Concejales,2008,Asignados,1,10153000.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Concejales,2008,Restitución SFV por Vencimiento Vigencia,4,40612000.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Concejales,2009,Apto con subsidio vencido,1,10931800.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Concejales,2009,Restitución SFV por Vencimiento Vigencia,2,21863600.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Concejales,2010,Apto con subsidio vencido,1,11330000.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Concejales,2011,Apto con subsidio vencido,2,23298600.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Desplazados,2007,Asignados,2,25749500.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Desplazados,2008,Asignados,1,14907000.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Desplazados,2008,Restitución SFV por Indemnización,1,14907000.00
BOLIVAR,BARRANCO DE LOBA,Bolsa Desplazados,2009,Asignados,2,23602750.00
BOLIVAR,BARRANCO DE LOBA,Programa de Vivienda Gratuita Fase I,2007,Asignados,1,14907000.00
BOLIVAR,CALAMAR,Ahorro Programado Contractual,2010,Renuncia al Subsidio - Pendiente de Restitución,1,7364500.00
BOLIVAR,CALAMAR,Bolsa Concejales,2008,Asignados,1,10153000.00
BOLIVAR,CALAMAR,Bolsa Concejales,2009,Restitución SFV por Vencimiento Vigencia,2,21863600.00
BOLIVAR,CALAMAR,Bolsa Concejales,2011,Apto con subsidio vencido,1,11783200.00
BOLIVAR,CALAMAR,Bolsa Concejales,2011,Asignados,1,11783200.00
BOLIVAR,CALAMAR,Bolsa Concejales,2011,Renuncia con restitucion de subsidio,1,11783200.00
BOLIVAR,CALAMAR,Bolsa Desplazados,2008,Asignados,1,14907000.00
BOLIVAR,CALAMAR,Bolsa Esfuerzo Territorial,2005,Asignados,100,801100500.00
BOLIVAR,CALAMAR,Programa de Vivienda Gratuita Fase II,2018,Asignados,189,10326144516.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,3,44721000.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2007,Asignados,25,319836500.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2007,Renuncia con restitucion de subsidio,1,14907000.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,20,294770500.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2008,Asignados,43,583719500.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,6,89442000.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2009,Asignados,19,283233000.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2009,Renuncia con restitucion de subsidio,1,14907000.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,7,108150000.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2010,Asignados,24,370800000.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,1,16068000.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2011,Asignados,4,64272000.00
BOLIVAR,CANTAGALLO,Bolsa Desplazados,2011,Perdida de ejecutoriedad de asignación de SFV,2,32136000.00
BOLIVAR,CANTAGALLO,Bolsa Ordinaria,2004,Asignados,118,824643000.00
BOLIVAR,CANTAGALLO,Bolsa Ordinaria,2005,Asignados,11,88000000.00
BOLIVAR,CANTAGALLO,Bolsa Ordinaria,2008,Asignados,73,653350000.00
BOLIVAR,CANTAGALLO,Bolsa Saludable,2008,Asignados,37,124976378.80
BOLIVAR,CANTAGALLO,Bolsa Saludable,2009,Apto con subsidio vencido,7,23703570.00
BOLIVAR,CARTAGENA,Ahorro Programado Contractual,2009,Apto con subsidio vencido,6,42634020.00
BOLIVAR,CARTAGENA,Ahorro Programado Contractual,2010,Apto con subsidio vencido,4,43517500.00
BOLIVAR,CARTAGENA,Ahorro Programado Contractual,2010,Asignados,2,19200102.00
BOLIVAR,CARTAGENA,Ahorro Programado Contractual,2010,Renuncia al Subsidio - Pendiente de Restitución,1,9122962.00
BOLIVAR,CARTAGENA,Ahorro Programado Contractual,2011,Apto con subsidio vencido,15,155824236.00
BOLIVAR,CARTAGENA,Ahorro Programado Contractual,2011,Asignados,2,18162749.00
BOLIVAR,CARTAGENA,Ahorro Programado Contractual,2012,Apto con subsidio vencido,3,31559780.00
BOLIVAR,CARTAGENA,Bolsa Concejales,2009,Renuncia con restitucion de subsidio,1,10931800.00
BOLIVAR,CARTAGENA,Bolsa Concejales,2010,Renuncia con restitucion de subsidio,1,11330000.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2006,Asignados,316,2707488000.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2006,Renuncia con restitucion de subsidio,2,17136000.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2006,Restitución SFV por Vencimiento Vigencia,2,17136000.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2007,Asignados,213,1830920700.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2007,Restitución SFV por Vencimiento Vigencia,8,70163100.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2008,Asignados,582,5296363800.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2008,Renuncia con restitucion de subsidio,1,9107700.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2008,Restitución SFV por Vencimiento Vigencia,29,263583600.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2009,Apto con subsidio vencido,18,163938600.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2009,Asignados,5,45538500.00
BOLIVAR,CARTAGENA,Bolsa Desastres Naturales,2011,Asignados,18,163938600.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2004,Asignado posteriormente beneficiario de Vivienda Gratuita,2,8950000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2004,Asignados,404,3650031000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2004,Renuncia con restitucion de subsidio,14,76075000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2004,Renuncias al subsidio,5,22375000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2004,Subsidio Revocado,1,8950000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2005,Asignado con aplicación en Vivienda Gratuita,2,17900000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2005,Asignados,101,967980500.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2005,Renuncia con restitucion de subsidio,3,17900000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2006,Apto con subsidio vencido,4,40800000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2006,Asignado con aplicación en Vivienda Gratuita,3,35307000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2006,Asignado posteriormente beneficiario de Vivienda Gratuita,1,5100000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2006,Asignados,327,4124211000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2006,Perdida de ejecutoriedad de asignación de SFV,5,55707000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2006,Renuncia con restitucion de subsidio,2,12553500.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2006,Subsidio Revocado,1,7453500.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2007,Apto con subsidio vencido,1,10842500.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,2,25749500.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2007,Asignados,61,865293000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2007,Renuncia con restitucion de subsidio,2,18296000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,15,216866000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2008,Asignados,342,4798820000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2008,Renuncia con restitucion de subsidio,2,26444500.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2008,Restitución SFV por Indemnización,1,14907000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2008,Subsidio Revocado,2,29814000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2009,Asignado con aplicación en Vivienda Gratuita,18,268326000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2009,Asignados,112,1669584000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2009,Subsidio Revocado,1,14907000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2010,Apto con subsidio vencido,8,123600000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2010,Asignado con aplicación en Vivienda Gratuita,27,417150000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2010,Asignados,194,2997300000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2010,Renuncia con restitucion de subsidio,1,15450000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2010,Restitución SFV por Indemnización,1,9012500.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2010,Subsidio Revocado,2,30900000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2011,Asignado con aplicación en Vivienda Gratuita,16,257088000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2011,Asignados,58,940719480.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2012,Asignados,1,17001000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2014,Asignados,2,36930000.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2015,Asignados,5,96652500.00
BOLIVAR,CARTAGENA,Bolsa Desplazados,2016,Asignados,3,51709125.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2003,Apto con subsidio vencido,96,707884550.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2003,Asignados,422,2997396325.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2003,Renuncia a la postulación,5,35514125.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2003,Renuncias al subsidio,2,14743000.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2004,Apto con subsidio vencido,8,60047292.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2004,Asignados,278,2085459408.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2004,Renuncias al subsidio,1,7500000.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2004,Restitucion de subsidios no aplicados,12,90000000.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2004,Restitución SFV por Indemnización,30,225000000.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2005,Apto con subsidio vencido,24,192000000.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2005,Asignados,33,235339500.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2005,Renuncias al subsidio,6,48034500.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2006,Asignados,1,4387250.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2008,Asignados,58,525444895.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2008,Renuncia con restitucion de subsidio,5,44998800.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2008,Renuncias al subsidio,2,15179500.00
BOLIVAR,CARTAGENA,Bolsa Ordinaria,2008,Restitución SFV por Vencimiento Vigencia,22,196237300.00
BOLIVAR,CARTAGENA,Bolsa Recicladores,2010,Apto con subsidio vencido,18,203940000.00
BOLIVAR,CARTAGENA,Bolsa Recicladores,2010,Asignados,3,33990000.00
BOLIVAR,CARTAGENA,Bolsa Recicladores,2010,Renuncia con restitucion de subsidio,1,11330000.00
BOLIVAR,CARTAGENA,Bolsa Saludable,2008,Apto con subsidio vencido,16,59072000.00
BOLIVAR,CARTAGENA,Bolsa Saludable,2008,Asignados,819,3023748000.00
BOLIVAR,CARTAGENA,Bolsa Saludable,2008,Renuncia con restitucion de subsidio,2,7384000.00
BOLIVAR,CARTAGENA,Bolsa Saludable,2008,Restitucion de subsidios no aplicados,5,18460000.00
BOLIVAR,CARTAGENA,Bolsa Saludable,2009,Apto con subsidio vencido,13,47996000.00
BOLIVAR,CARTAGENA,Bolsa Saludable,2009,Asignados,36,132912000.00
BOLIVAR,CARTAGENA,Bolsa Única Mejoramiento,2007,Asignados,645,3065520500.00
BOLIVAR,CARTAGENA,Bolsa Única Mejoramiento,2007,Renuncia con restitucion de subsidio,10,44808600.00
BOLIVAR,CARTAGENA,Bolsa Única Mejoramiento,2007,Renuncias al subsidio,1,4692000.00
BOLIVAR,CARTAGENA,Bolsa Única Mejoramiento,2007,Restitucion de subsidios no aplicados,73,364091150.00
BOLIVAR,CARTAGENA,Bolsa Única Mejoramiento,2007,Restitución SFV por Vencimiento Vigencia,2,9384000.00
BOLIVAR,CARTAGENA,Bolsa Única Mejoramiento,2008,Renuncia con restitucion de subsidio,1,4987550.00
BOLIVAR,CARTAGENA,Bolsa Única Mejoramiento,2008,Restitución SFV por Vencimiento Vigencia,272,1356613600.00
BOLIVAR,CARTAGENA,Bolsa unica Nacional,2004,Apto con subsidio vencido,2,15036000.00
BOLIVAR,CARTAGENA,Bolsa unica Nacional,2004,Asignados,2,15036000.00
BOLIVAR,CARTAGENA,Bolsa unica Nacional,2004,Renuncias al subsidio,3,22554000.00
BOLIVAR,CARTAGENA,Bolsa unica Nacional,2005,Apto con subsidio vencido,20,160230000.00
BOLIVAR,CARTAGENA,Bolsa unica Nacional,2005,Asignados,985,7891327500.00
BOLIVAR,CARTAGENA,Bolsa unica Nacional,2005,Renuncias al subsidio,5,40057500.00
BOLIVAR,CARTAGENA,Bolsa unica Nacional,2005,Restitucion de subsidios no aplicados,19,152218500.00
BOLIVAR,CARTAGENA,Casa Digna Vida Digna,2021,Asignados,37,363708701.00
BOLIVAR,CARTAGENA,Macroproyecto,2010,Asignados,449,5087170000.00
BOLIVAR,CARTAGENA,Macroproyecto,2010,Renuncias al subsidio,12,135960000.00
BOLIVAR,CARTAGENA,Macroproyecto,2011,Asignados,173,2036680800.00
BOLIVAR,CARTAGENA,Macroproyecto,2011,Renuncias al subsidio,4,47132800.00
BOLIVAR,CARTAGENA,Macroproyecto,2012,Asignados,7,82482400.00
BOLIVAR,CARTAGENA,Macroproyecto,2013,Asignados,2,23566400.00
BOLIVAR,CARTAGENA,Macroproyecto,2015,Asignados,318,10328976700.00
BOLIVAR,CARTAGENA,Macroproyecto,2015,Renuncias al subsidio,26,736736000.00
BOLIVAR,CARTAGENA,Macroproyecto,2016,Asignados,73,2135602000.00
BOLIVAR,CARTAGENA,Macroproyecto,2016,Renuncias al subsidio,4,113344000.00
BOLIVAR,CARTAGENA,Macroproyecto,2017,Asignados,2,90209000.00
BOLIVAR,CARTAGENA,Macroproyecto,2018,Asignados,20,856866340.00
BOLIVAR,CARTAGENA,Macroproyecto,2019,Asignados,1,43120000.00
BOLIVAR,CARTAGENA,Macroproyecto,2020,Asignados,3,129360000.00
BOLIVAR,CARTAGENA,MI CASA YA,2015,Apto con subsidio vencido,1,12887000.00
BOLIVAR,CARTAGENA,MI CASA YA,2015,Asignados,40,433003200.00
BOLIVAR,CARTAGENA,MI CASA YA,2016,Apto con subsidio vencido,7,74461140.00
BOLIVAR,CARTAGENA,MI CASA YA,2016,Asignados,147,1629871620.00
BOLIVAR,CARTAGENA,MI CASA YA,2016,Renuncia con restitucion de subsidio,1,8273460.00
BOLIVAR,CARTAGENA,MI CASA YA,2016,Renuncias al subsidio,1,13789100.00
BOLIVAR,CARTAGENA,MI CASA YA,2017,Apto con subsidio vencido,18,303939404.00
BOLIVAR,CARTAGENA,MI CASA YA,2017,Asignados,412,5873702754.00
BOLIVAR,CARTAGENA,MI CASA YA,2017,Perdida de ejecutoriedad de asignación de SFV,2,29508680.00
BOLIVAR,CARTAGENA,MI CASA YA,2017,Renuncia con restitucion de subsidio,1,14754340.00
BOLIVAR,CARTAGENA,MI CASA YA,2017,Renuncias al subsidio,9,134264494.00
BOLIVAR,CARTAGENA,MI CASA YA,2018,Asignados,751,13124865600.00
BOLIVAR,CARTAGENA,MI CASA YA,2018,Renuncia con restitucion de subsidio,2,31249680.00
BOLIVAR,CARTAGENA,MI CASA YA,2018,Renuncias al subsidio,20,351558900.00
BOLIVAR,CARTAGENA,MI CASA YA,2019,Asignados,990,20644931880.00
BOLIVAR,CARTAGENA,MI CASA YA,2019,Perdida de ejecutoriedad de asignación de SFV,1,16562320.00
BOLIVAR,CARTAGENA,MI CASA YA,2019,Renuncia con restitucion de subsidio,2,49686960.00
BOLIVAR,CARTAGENA,MI CASA YA,2019,Renuncias al subsidio,10,198747840.00
BOLIVAR,CARTAGENA,MI CASA YA,2020,Asignados,1713,39781038220.00
BOLIVAR,CARTAGENA,MI CASA YA,2020,Renuncias al subsidio,15,342343170.00
BOLIVAR,CARTAGENA,MI CASA YA,2021,Asignados,301,6995826210.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2007,Asignados,1,14907000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2010,Asignados,1,11330000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2012,Asignados,1,39669000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2013,Asignados,2855,116354000000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2013,Renuncias al subsidio,5,160443000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2013,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,3,123795000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2014,Apto con subsidio vencido,1,43120000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2014,Asignados,871,36511726000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2014,Renuncias al subsidio,2,69478000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2014,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,9,373240000.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2015,Asignados,5,225522500.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2016,Asignados,2,76474850.00
BOLIVAR,CARTAGENA,Programa de Vivienda Gratuita Fase I,2017,Asignados,2,103280380.00
BOLIVAR,CARTAGENA,VIPA,2015,Asignados,168,3192754250.00
BOLIVAR,CARTAGENA,VIPA,2015,Renuncias al subsidio,4,74100250.00
BOLIVAR,CARTAGENA,VIPA,2016,Asignados,881,17767253900.00
BOLIVAR,CARTAGENA,VIPA,2016,Renuncias al subsidio,26,530880350.00
BOLIVAR,CARTAGENA,VIPA,2017,Asignados,27,544669450.00
BOLIVAR,CARTAGENA,VIPA,2017,Renuncias al subsidio,1,20683650.00
BOLIVAR,CARTAGENA,VIPA,2020,Asignados,1322,32843058320.00
BOLIVAR,CICUCO,Bolsa Concejales,2009,Asignados,1,10931800.00
BOLIVAR,CICUCO,Bolsa Concejales,2010,Asignados,3,33990000.00
BOLIVAR,CICUCO,Bolsa Esfuerzo Territorial,2003,Asignados,94,660286080.00
BOLIVAR,CICUCO,Bolsa Esfuerzo Territorial,2003,Renuncia a la postulación,1,7024320.00
BOLIVAR,CLEMENCIA,Bolsa Concejales,2008,Asignados,6,60918000.00
BOLIVAR,CLEMENCIA,Bolsa Concejales,2008,Restitución SFV por Vencimiento Vigencia,3,30459000.00
BOLIVAR,CLEMENCIA,Bolsa Concejales,2009,Asignados,3,31801600.00
BOLIVAR,CLEMENCIA,Bolsa Desplazados,2004,Asignados,18,168064000.00
BOLIVAR,CLEMENCIA,Bolsa Desplazados,2004,Subsidio Revocado,1,8500000.00
BOLIVAR,CLEMENCIA,Bolsa Desplazados,2005,Asignados,2,23407000.00
BOLIVAR,CLEMENCIA,Bolsa Desplazados,2006,Apto con subsidio vencido,3,29061432.00
BOLIVAR,CLEMENCIA,Bolsa Desplazados,2006,Asignado con aplicación en Vivienda Gratuita,2,24594144.00
BOLIVAR,CLEMENCIA,Bolsa Desplazados,2006,Asignados,36,427035024.00
BOLIVAR,CLEMENCIA,Bolsa Desplazados,2006,Perdida de ejecutoriedad de asignación de SFV,1,14907000.00
BOLIVAR,CLEMENCIA,Bolsa Desplazados,2006,Restitución SFV por Indemnización,1,14907000.00
BOLIVAR,CLEMENCIA,Bolsa Desplazados,2006,Subsidio Revocado,1,14907000.00
BOLIVAR,CLEMENCIA,Bolsa Esfuerzo Territorial,2007,Apto con subsidio vencido,1,9107000.00
BOLIVAR,CLEMENCIA,Bolsa Esfuerzo Territorial,2007,Asignados,117,1065519000.00
BOLIVAR,CLEMENCIA,Bolsa Esfuerzo Territorial,2007,Restitución SFV por Indemnización,53,482671000.00
BOLIVAR,CLEMENCIA,Bolsa Esfuerzo Territorial,2007,Restitución SFV por Vencimiento Vigencia,1,9107000.00
BOLIVAR,CLEMENCIA,Bolsa Esfuerzo Territorial,2009,Asignados,1,9107000.00
BOLIVAR,CLEMENCIA,Bolsa Ordinaria,2004,Asignados,181,1286367000.00
BOLIVAR,CLEMENCIA,Bolsa Ordinaria,2004,Restitución SFV por Indemnización,119,893040000.00
BOLIVAR,CLEMENCIA,Bolsa unica Nacional,2004,Asignados,1,7107000.00
BOLIVAR,CLEMENCIA,Programa de Vivienda Gratuita Fase II,2018,Asignados,250,13085803500.00
BOLIVAR,CORDOBA,Bolsa Atentados terroristas,2003,Asignados,1,7636000.00
BOLIVAR,CORDOBA,Bolsa Desplazados,2007,Asignados,6,77248500.00
BOLIVAR,CORDOBA,Bolsa Desplazados,2008,Asignados,5,71165500.00
BOLIVAR,CORDOBA,Bolsa Desplazados,2008,Restitución SFV por Indemnización,1,14907000.00
BOLIVAR,CORDOBA,Bolsa Desplazados,2009,Asignados,1,14907000.00
BOLIVAR,CORDOBA,Bolsa Desplazados,2010,Asignados,1,15450000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Ahorro Programado Contractual,2010,Apto con subsidio vencido,1,11330000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Ahorro Programado Contractual,2011,Apto con subsidio vencido,1,7659080.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Atentados terroristas,2003,Apto con subsidio vencido,1,7636000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Atentados terroristas,2006,Restitución SFV por Vencimiento Vigencia,1,6388334.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Concejales,2008,Asignados,1,10153000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Concejales,2011,Asignados,3,29458000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Desplazados,2004,Asignados,26,232700000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Desplazados,2004,Renuncias al subsidio,2,8950000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Desplazados,2005,Asignados,4,35800000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Desplazados,2006,Asignados,24,244800000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Desplazados,2007,Asignado con aplicación en Vivienda Gratuita,1,14907000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Desplazados,2007,Asignados,331,4178889750.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Desplazados,2007,Renuncia con restitucion de subsidio,4,33203000.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Desplazados,2007,Subsidio Revocado,1,10842500.00
BOLIVAR,EL CARMEN DE BOLIVAR,Bolsa Desplazados,2008,Asignado con aplicación en Vivienda Gratuita,3,44721000.00
